# Expression Atlas
# Query: Genes matching: 'default query', specifically expressed above the expression level cutoff: 0 FPKM in experiment E-MTAB-4729
# Selected columns: 3 (all)
# Timestamp: Tue, 15-Aug-2017 15:31:12
Gene ID	Gene Name	A549	BEAS-2B	NHBE
ENSG00000199471	Y_RNA	0.1	0.3	
ENSG00000199476	Y_RNA	0.1	0.1	
ENSG00000199477	SNORA31	0.3	0.8	0.5
ENSG00000199506	RNU6-247P	0.6		
ENSG00000199512	RNU6-212P	0.1		
ENSG00000199530	Y_RNA	0.1	0.1	
ENSG00000199545	RNA5SP195		0.2	
ENSG00000199562	RNU6-37P	0.1	0.2	
ENSG00000199568	RNU5A-1	0.1		
ENSG00000199572	RNA5SP174	0.1		
ENSG00000199646	RNU6-1272P	0.1		
ENSG00000199664	RNU6-1266P	0.1	0.1	0.4
ENSG00000199691	RN7SKP173	0.2	0.5	0.3
ENSG00000199697	RNU6-446P	0.1		
ENSG00000199709	RNU4-23P	0.2	0.2	0.2
ENSG00000199751	Y_RNA	0.1		
ENSG00000199753	SNORD104	24.0	16.0	5.0
ENSG00000199781	Y_RNA	0.1		
ENSG00000199804	RNA5SP383	0.6	0.8	0.2
ENSG00000199805	RNU1-134P		0.1	
ENSG00000199846	RNU1-72P	0.1	0.1	0.2
ENSG00000199867	Y_RNA		0.1	
ENSG00000199874	RNA5SP452	0.1	0.1	
ENSG00000199875	Y_RNA	0.1		
ENSG00000199933	RNY1P16	0.1	0.1	
ENSG00000199961	SNORD1B	0.7	0.4	
ENSG00000199990	VTRNA1-1	0.2	0.1	
ENSG00000200033	RNU6-403P			0.2
ENSG00000200059	Y_RNA	0.2		
ENSG00000200087	SNORA73B	3.0	2.0	0.9
ENSG00000200090	Y_RNA	2.0	2.0	2.0
ENSG00000200095	RNU6-181P	0.2	0.1	
ENSG00000200120	Y_RNA	0.3	0.2	
ENSG00000200169	RNU5D-1	0.1	0.1	
ENSG00000200170	Y_RNA	0.5	0.6	
ENSG00000200209	Y_RNA		0.1	0.2
ENSG00000200237	SNORA70		0.1	
ENSG00000200241	Y_RNA		0.1	
ENSG00000200246	RNA5SP263	0.1		
ENSG00000200253	RNU6-529P	0.1	0.1	0.2
ENSG00000200301	RNA5SP483	0.2		
ENSG00000200336	RNA5SP333		0.1	
ENSG00000200345	RNU6-485P	0.2	0.1	
ENSG00000200350	RNU6-1285P		0.3	
ENSG00000200376	RNU5E-10P	0.1		
ENSG00000200394	SNORA38B	0.1	0.1	
ENSG00000200397	Y_RNA	0.1		
ENSG00000200403	RNU6-1099P	0.1	0.4	
ENSG00000200428	Y_RNA	0.1		
ENSG00000200437	RNU6-799P	0.1		
ENSG00000200502	Y_RNA	0.6	0.8	0.2
ENSG00000200506	Y_RNA	0.1	0.1	
ENSG00000200528	RNU6-1331P		0.1	
ENSG00000200534	SNORA33	5.0	6.0	3.0
ENSG00000200550	RNU6-137P	0.3	0.7	0.4
ENSG00000200651	Y_RNA	0.1		
ENSG00000200737	Y_RNA		0.4	
ENSG00000200742	Y_RNA		0.4	
ENSG00000200769	Y_RNA	0.1	0.4	
ENSG00000200785	SNORD8	0.2	0.5	
ENSG00000200788	Y_RNA		0.2	
ENSG00000200792	SNORA80A	0.1	0.1	
ENSG00000200795	RNU4-1	0.1		
ENSG00000200872	RNA5SP456		0.1	
ENSG00000200879	SNORD14E	2.0	1.0	0.9
ENSG00000200887	RNU6-598P	0.1		
ENSG00000200888	Y_RNA		0.1	
ENSG00000200893	RNU6-944P	0.1		
ENSG00000200913	SNORD46	2.0	1.0	0.9
ENSG00000200914	RNA5SP435		0.2	
ENSG00000200953	Y_RNA		0.2	
ENSG00000200959	SNORA74A	0.2		
ENSG00000201003	SNORA58		0.1	
ENSG00000201044	RNU6-268P		0.1	
ENSG00000201077	RNU6-188P	0.1		
ENSG00000201085	RNU6-173P	0.2		
ENSG00000201098	RNY1		0.2	0.2
ENSG00000201151	SNORD56	0.4	0.5	
ENSG00000201183	RNVU1-3	0.1	0.1	
ENSG00000201208	Y_RNA	0.1		0.3
ENSG00000201217	Y_RNA	0.7	0.2	
ENSG00000201229	SNORA63D	0.1		
ENSG00000201264	SNORD73B	0.5	0.1	
ENSG00000201302	SNORA65	3.0	2.0	0.9
ENSG00000201363	Y_RNA	0.1		
ENSG00000201376	SNORA70		0.1	
ENSG00000201441	RNU6-646P	0.1	0.1	
ENSG00000201448	SNORA63C		0.1	
ENSG00000201451	Y_RNA	0.3	0.3	
ENSG00000201457	SNORA55	0.9	0.8	0.2
ENSG00000201499	RNU6-312P	0.3		0.2
ENSG00000201512	SNORA71C	1.0	0.8	0.2
ENSG00000201517	RNU6-707P		0.1	
ENSG00000201555	Y_RNA	0.5	0.8	0.4
ENSG00000201558	RNVU1-6	0.1		
ENSG00000201573	Y_RNA	0.2	0.4	
ENSG00000201579	RNU6-343P	0.2	0.3	
ENSG00000201592	snoU2_19	0.1		
ENSG00000201608	RNU4-42P		0.1	
ENSG00000201610	RNA5SP84	0.1		
ENSG00000201616	RNU1-91P	0.1		
ENSG00000201618	RNA5SP505	0.1		
ENSG00000201643	SNORA14A	0.5	0.3	0.1
ENSG00000201649	RNY4P34	0.1		
ENSG00000201654	RNU6-7	0.1	0.1	
ENSG00000201659	RNU12-2P		0.1	
ENSG00000201672	SNORD113-4	0.1		
ENSG00000201684	RN7SKP239		0.1	
ENSG00000201695	RNA5SP334		0.2	
ENSG00000201728	RNA5SP479	0.1		
ENSG00000201772	SNORA5C	2.0	0.6	0.7
ENSG00000201785	SNORD117	0.1	0.7	0.3
ENSG00000201823	SNORD48	0.1	0.1	
ENSG00000201839	SNORD114-3	0.1		
ENSG00000201861	RNA5SP298	0.3		
ENSG00000201882	snoU2-30	0.1	0.1	
ENSG00000201988	Y_RNA	0.2	0.2	
ENSG00000201998	SNORA23	0.9	0.7	0.2
ENSG00000202031	SNORD38A	0.1		
ENSG00000202048	SNORD114-20	0.1		
ENSG00000202058	RN7SKP80		0.1	0.1
ENSG00000202078	Y_RNA	0.3	0.2	
ENSG00000202099	RNU6-234P	0.1		
ENSG00000202111	VTRNA1-2	0.8	0.1	
ENSG00000202146	Y_RNA	0.1		
ENSG00000202150	RNU6-407P	0.1		
ENSG00000202172	RNU6-1327P	0.1		
ENSG00000202198	7SK	7.0	8.0	4.0
ENSG00000202237	RNU6-53P		0.1	
ENSG00000202255	Y_RNA		0.1	
ENSG00000202272	Y_RNA	0.1		
ENSG00000202279	Y_RNA		0.1	
ENSG00000202310	Y_RNA	0.1		
ENSG00000202314	SNORD6	2.0	4.0	1.0
ENSG00000202337	RNU6-8	6.0	10.0	1.0
ENSG00000202343	SNORA2	2.0	2.0	1.0
ENSG00000202347	RNU1-16P		0.1	
ENSG00000202358	RNU6-652P	0.2	0.3	
ENSG00000202374	SNORA62	0.1	0.1	
ENSG00000202382	Y_RNA		0.4	
ENSG00000202408	RNU1-122P		0.1	
ENSG00000202414	Y_RNA	0.2		
ENSG00000202415	RN7SKP269	0.8	0.3	1.0
ENSG00000202470	Y_RNA	0.1		
ENSG00000202474	RNA5SP283	0.8	3.0	1.0
ENSG00000202515	VTRNA1-3	1.0	4.0	
ENSG00000202532	RNU6-395P	0.1		
ENSG00000202533	Y_RNA		0.1	
ENSG00000202538	RNU4-2	0.1		
ENSG00000202566	MIR421	0.3	0.1	
ENSG00000203279	AL590705.1	0.8	2.0	
ENSG00000203286	Metazoa_SRP		0.1	
ENSG00000203288	TDRKH-AS1	1.0	7.0	1.0
ENSG00000203307	AL626787.1	0.1		
ENSG00000203321	C9orf41-AS1		0.2	
ENSG00000203325	AL445248.1	0.1	0.1	0.2
ENSG00000203326	ZNF525	0.1	2.0	2.0
ENSG00000203327	AC012358.1	0.1		0.1
ENSG00000203364	AL390760.1		0.1	0.1
ENSG00000203387	AC074019.1	0.1	0.2	
ENSG00000203392	AC105020.1	0.1	0.1	0.2
ENSG00000203402	AL591503.1	0.1	0.1	0.1
ENSG00000203411	Metazoa_SRP	0.3	0.2	
ENSG00000203416	FAM32BP		0.1	
ENSG00000203435	E2F3P2	0.1		
ENSG00000203436	Metazoa_SRP		0.1	
ENSG00000203441	LINC00449	0.2	0.4	0.1
ENSG00000203469	AL354956.1	0.1	0.1	0.1
ENSG00000203472	AC009163.1		0.1	0.1
ENSG00000203485	INF2	12.0	9.0	9.0
ENSG00000203497	PDCD4-AS1	4.0	1.0	0.9
ENSG00000203499	IQANK1	0.9	1.0	10.0
ENSG00000203546	AL139353.1	0.1	0.2	0.2
ENSG00000203573	Metazoa_SRP	0.2	0.1	0.1
ENSG00000203589	ENSG00000203589	0.1	0.1	
ENSG00000203616	RHOT1P2		0.1	
ENSG00000203620	AL354919.1	0.2	1.0	1.0
ENSG00000203635	AC144450.1			0.1
ENSG00000203644	AC083799.1	3.0	5.0	11.0
ENSG00000203650	LINC01285	0.1	0.1	
ENSG00000203666	EFCAB2	1.0	0.8	0.6
ENSG00000203667	COX20	11.0	5.0	2.0
ENSG00000203668	CHML	4.0	3.0	2.0
ENSG00000203684	IBA57-AS1	0.1	0.1	0.1
ENSG00000203697	CAPN8		0.2	
ENSG00000203705	TATDN3	5.0	12.0	4.0
ENSG00000203706	SERTAD4-AS1	0.6	7.0	0.9
ENSG00000203709	C1orf132		0.1	0.2
ENSG00000203711	C6orf99	3.0	0.6	
ENSG00000203721	LINC00862	2.0	0.1	0.1
ENSG00000203722	RAET1G	13.0	2.0	43.0
ENSG00000203724	C1orf53	8.0	3.0	2.0
ENSG00000203727	SAMD5	0.5	0.6	2.0
ENSG00000203734	ECT2L			0.1
ENSG00000203739	AL645568.1	0.3	0.8	0.4
ENSG00000203760	CENPW	11.0	42.0	3.0
ENSG00000203761	MSTO2P	0.4	0.9	0.3
ENSG00000203772	SPRN	0.1		
ENSG00000203778	FAM229B	5.0	23.0	0.6
ENSG00000203780	FANK1	0.5	0.5	0.6
ENSG00000203785	SPRR2E			17.0
ENSG00000203786	KPRP			0.2
ENSG00000203791	EEF1AKMT2	3.0	5.0	2.0
ENSG00000203797	DDO		2.0	
ENSG00000203799	CCDC162P	0.2		
ENSG00000203805	PLPP4			0.1
ENSG00000203808	BVES-AS1	0.4	2.0	0.1
ENSG00000203814	HIST2H2BF	0.4	0.1	0.8
ENSG00000203819	HIST2H2BC	0.7	0.5	0.1
ENSG00000203837	PNLIPRP3		0.2	53.0
ENSG00000203865	ATP1A1-AS1	0.5	4.0	0.7
ENSG00000203867	RBM20	0.6		
ENSG00000203872	C6orf163		0.2	0.1
ENSG00000203875	SNHG5	130.0	31.0	18.0
ENSG00000203877	RIPPLY2	0.3	7.0	0.1
ENSG00000203879	GDI1	20.0	24.0	37.0
ENSG00000203880	PCMTD2	4.0	7.0	3.0
ENSG00000203883	SOX18	0.9		
ENSG00000203886	CYP17A1-AS1	0.1	0.1	0.1
ENSG00000203896	LIME1	0.5	0.4	0.3
ENSG00000203907	OOEP			0.1
ENSG00000203930	LINC00632	0.3	0.2	
ENSG00000203943	SAMD13	0.2	1.0	0.1
ENSG00000203950	RTL8A	53.0	20.0	76.0
ENSG00000203952	CCDC160		0.2	
ENSG00000203965	EFCAB7	2.0	4.0	0.6
ENSG00000203985	LDLRAD1			0.3
ENSG00000203993	ARRDC1-AS1	4.0	6.0	5.0
ENSG00000203995	ZYG11A	0.9	2.0	
ENSG00000203999	LINC01270	1.0	0.3	0.2
ENSG00000204020	LIPN			0.1
ENSG00000204044	SLC12A5-AS1	0.2	0.1	
ENSG00000204052	LRRC73	0.4	0.2	0.3
ENSG00000204054	LINC00963	3.0	1.0	1.0
ENSG00000204055	AL158151.1	0.4	0.1	0.2
ENSG00000204060	FOXO6	0.2	2.0	0.1
ENSG00000204070	SYS1	6.0	6.0	4.0
ENSG00000204084	INPP5B	1.0	2.0	0.7
ENSG00000204086	RPA4	0.1		
ENSG00000204099	NEU4	0.1		
ENSG00000204103	MAFB		0.3	5.0
ENSG00000204104	TRAF3IP1	5.0	3.0	4.0
ENSG00000204116	CHIC1	3.0	0.5	0.8
ENSG00000204120	GIGYF2	5.0	4.0	6.0
ENSG00000204128	C2orf72	2.0	0.1	
ENSG00000204130	RUFY2	2.0	3.0	3.0
ENSG00000204131	NHSL2	0.1		
ENSG00000204138	PHACTR4	5.0	7.0	6.0
ENSG00000204140	CLPSL1		0.3	
ENSG00000204147	ASAH2B	1.0	2.0	1.0
ENSG00000204149	AGAP6	1.0	1.0	1.0
ENSG00000204152	TIMM23B	5.0	4.0	2.0
ENSG00000204160	ZDHHC18	6.0	5.0	7.0
ENSG00000204172	AGAP9	0.7	1.0	0.3
ENSG00000204173	LRRC37A5P	0.2		
ENSG00000204174	NPY4R	9.0		
ENSG00000204175	GPRIN2	14.0	0.9	0.2
ENSG00000204176	SYT15	0.2	0.1	0.3
ENSG00000204177	BMS1P1	0.8	0.7	0.5
ENSG00000204178	TMEM57	4.0	4.0	6.0
ENSG00000204179	PTPN20	2.0	1.0	0.2
ENSG00000204186	ZDBF2	1.0	1.0	2.0
ENSG00000204188	GGNBP1			0.1
ENSG00000204194	RPL12P1		0.1	
ENSG00000204209	DAXX	10.0	22.0	16.0
ENSG00000204217	BMPR2	7.0	3.0	6.0
ENSG00000204219	TCEA3	0.2	1.0	2.0
ENSG00000204220	PFDN6	14.0	19.0	14.0
ENSG00000204227	RING1	14.0	27.0	26.0
ENSG00000204228	HSD17B8	6.0	21.0	22.0
ENSG00000204231	RXRB	6.0	11.0	7.0
ENSG00000204237	OXLD1	22.0	16.0	11.0
ENSG00000204248	COL11A2	0.2	0.2	
ENSG00000204252	HLA-DOA		0.1	
ENSG00000204253	HNRNPCP2	8.0	18.0	6.0
ENSG00000204256	BRD2	16.0	16.0	30.0
ENSG00000204257	HLA-DMA	1.0	0.9	0.3
ENSG00000204261	PSMB8-AS1	0.2	4.0	0.3
ENSG00000204262	COL5A2	56.0	8.0	0.7
ENSG00000204264	PSMB8	7.0	44.0	8.0
ENSG00000204267	TAP2	1.0	3.0	4.0
ENSG00000204271	SPIN3	2.0	2.0	1.0
ENSG00000204272	NBDY	29.0	15.0	29.0
ENSG00000204282	TNRC6C-AS1	0.1	0.2	0.8
ENSG00000204287	HLA-DRA		0.1	
ENSG00000204291	COL15A1	0.1		
ENSG00000204304	PBX2	5.0	11.0	10.0
ENSG00000204305	AGER	0.6	2.0	0.6
ENSG00000204308	RNF5	28.0	79.0	23.0
ENSG00000204310	AGPAT1	12.0	17.0	17.0
ENSG00000204311	DFNB59	1.0	0.3	0.1
ENSG00000204314	PRRT1	0.3	0.7	0.3
ENSG00000204315	FKBPL	5.0	9.0	3.0
ENSG00000204316	MRPL38	4.0	6.0	2.0
ENSG00000204323	SMIM5			0.3
ENSG00000204334	ERICH2	0.1	1.0	14.0
ENSG00000204338	CYP21A1P			0.1
ENSG00000204344	STK19	1.0	5.0	5.0
ENSG00000204348	DXO	5.0	6.0	6.0
ENSG00000204351	SKIV2L	6.0	9.0	9.0
ENSG00000204356	NELFE	34.0	87.0	41.0
ENSG00000204362	AL590644.1		0.1	0.1
ENSG00000204366	ZBTB12	3.0	2.0	0.5
ENSG00000204370	SDHD	25.0	55.0	29.0
ENSG00000204371	EHMT2	4.0	6.0	2.0
ENSG00000204381	LAYN	2.0	4.0	3.0
ENSG00000204382	XAGE1B	0.1		
ENSG00000204385	SLC44A4		0.1	5.0
ENSG00000204386	NEU1	12.0	34.0	17.0
ENSG00000204387	C6orf48	106.0	155.0	176.0
ENSG00000204388	HSPA1B	12.0	3.0	8.0
ENSG00000204389	HSPA1A	18.0	4.0	6.0
ENSG00000204390	HSPA1L	0.6	0.3	0.6
ENSG00000204392	LSM2	35.0	182.0	20.0
ENSG00000204394	VARS	14.0	11.0	11.0
ENSG00000204396	VWA7	0.3	0.2	0.2
ENSG00000204397	CARD16		8.0	0.2
ENSG00000204406	MBD5	0.8	1.0	1.0
ENSG00000204410	MSH5	0.3	0.8	0.1
ENSG00000204421	LY6G6C			0.9
ENSG00000204427	ABHD16A	0.5	0.6	0.8
ENSG00000204428	LY6G5C	0.3	0.3	0.1
ENSG00000204435	CSNK2B	7.0	13.0	7.0
ENSG00000204438	GPANK1	4.0	6.0	4.0
ENSG00000204439	C6orf47	4.0	6.0	10.0
ENSG00000204444	APOM	0.7	0.8	0.7
ENSG00000204463	BAG6	25.0	29.0	41.0
ENSG00000204469	PRRC2A	18.0	30.0	45.0
ENSG00000204482	LST1	0.1	0.1	
ENSG00000204498	NFKBIL1	6.0	13.0	15.0
ENSG00000204514	ZNF814	0.1	0.3	0.3
ENSG00000204516	MICB	4.0	17.0	4.0
ENSG00000204519	ZNF551	2.0	2.0	2.0
ENSG00000204520	MICA	12.0	28.0	19.0
ENSG00000204524	ZNF805	1.0	1.0	1.0
ENSG00000204525	HLA-C	19.0	199.0	65.0
ENSG00000204528	PSORS1C3	0.5	0.2	
ENSG00000204529	GUCY2EP	0.1		
ENSG00000204531	POU5F1	0.3	0.1	
ENSG00000204536	CCHCR1	1.0	9.0	2.0
ENSG00000204539	CDSN			0.1
ENSG00000204540	PSORS1C1	0.3	0.4	1.0
ENSG00000204542	C6orf15			0.2
ENSG00000204544	MUC21			0.8
ENSG00000204556	AL450124.1	1.0		0.2
ENSG00000204560	DHX16	8.0	8.0	11.0
ENSG00000204564	C6orf136	3.0	7.0	7.0
ENSG00000204568	MRPS18B	48.0	92.0	39.0
ENSG00000204569	PPP1R10	12.0	8.0	11.0
ENSG00000204574	ABCF1	13.0	13.0	12.0
ENSG00000204576	PRR3	3.0	4.0	1.0
ENSG00000204580	DDR1	8.0	15.0	41.0
ENSG00000204584	AC027801.1	1.0		
ENSG00000204588	LINC01123	0.3	0.5	0.6
ENSG00000204590	GNL1	3.0	6.0	7.0
ENSG00000204592	HLA-E	26.0	50.0	98.0
ENSG00000204599	TRIM39	1.0	2.0	3.0
ENSG00000204604	ZNF468	0.4	7.0	10.0
ENSG00000204611	ZNF616	0.8	4.0	4.0
ENSG00000204616	TRIM31	1.0		0.1
ENSG00000204618	RNF39		1.0	7.0
ENSG00000204619	PPP1R11	21.0	17.0	47.0
ENSG00000204620	AC115618.1	1.0	0.8	0.8
ENSG00000204622	HLA-J	0.2	0.4	0.9
ENSG00000204623	ZNRD1ASP	0.1	0.3	0.2
ENSG00000204624	DISP3		0.1	
ENSG00000204625	HCG9	0.4	0.1	
ENSG00000204628	RACK1	188.0	264.0	267.0
ENSG00000204632	HLA-G	0.2	0.2	5.0
ENSG00000204634	TBC1D8	8.0	4.0	5.0
ENSG00000204642	HLA-F	0.6	6.0	2.0
ENSG00000204644	ZFP57		0.2	0.1
ENSG00000204650	LINC02210	2.0	2.0	2.0
ENSG00000204652	RPS26P8	0.1		0.1
ENSG00000204666	AC010624.1		0.1	0.2
ENSG00000204673	AKT1S1	20.0	6.0	15.0
ENSG00000204681	GABBR1	0.4	1.0	1.0
ENSG00000204682	CASC10	11.0	1.0	0.7
ENSG00000204685	STARD7-AS1	1.0	1.0	2.0
ENSG00000204709	LINC01556	0.1	0.3	
ENSG00000204711	C9orf135	0.1	0.2	
ENSG00000204713	TRIM27	6.0	5.0	5.0
ENSG00000204745	AC083899.1	0.4	0.1	0.1
ENSG00000204758	AC008429.1	3.0	0.8	0.4
ENSG00000204764	RANBP17	0.6	1.0	0.2
ENSG00000204767	FAM196B	0.2	0.1	0.1
ENSG00000204778	CBWD4P		0.2	0.1
ENSG00000204779	FOXD4L5	0.1		
ENSG00000204789	ZNF204P		6.0	7.0
ENSG00000204790	AL163540.1			0.1
ENSG00000204791	SMPD5			0.1
ENSG00000204802	AL590399.1	0.6	0.6	0.3
ENSG00000204815	TTC25	1.0	0.7	
ENSG00000204822	MRPL53	2.0	1.0	0.7
ENSG00000204837	FGF7P3	0.1	1.0	3.0
ENSG00000204839	MROH6	0.8	3.0	10.0
ENSG00000204842	ATXN2	3.0	3.0	3.0
ENSG00000204843	DCTN1	12.0	8.0	7.0
ENSG00000204850	AC011484.1		0.1	0.1
ENSG00000204851	PNMA8B		0.1	
ENSG00000204852	TCTN1	2.0	1.0	0.9
ENSG00000204856	FAM216A	8.0	12.0	0.4
ENSG00000204859	ZBTB48	2.0	3.0	2.0
ENSG00000204860	FAM201A	1.0	0.9	0.4
ENSG00000204866	IGFL2	0.4		0.3
ENSG00000204869	IGFL4	0.8		
ENSG00000204872	NAT8B	0.1		
ENSG00000204882	GPR20	0.1		
ENSG00000204894	AC104692.1		23.0	47.0
ENSG00000204899	MZT1	9.0	43.0	6.0
ENSG00000204904	LINC01545	0.3	0.2	0.1
ENSG00000204909	SPINK9		0.2	
ENSG00000204920	ZNF155	1.0	2.0	2.0
ENSG00000204922	UQCC3	21.0	16.0	10.0
ENSG00000204923	FBXO48	0.5	1.0	1.0
ENSG00000204929	AC007389.1	0.1	0.1	
ENSG00000204934	ATP6V0E2-AS1	0.7	0.4	0.3
ENSG00000204936	CD177			0.3
ENSG00000204941	PSG5	0.1		
ENSG00000204946	ZNF783	2.0	1.0	2.0
ENSG00000204947	ZNF425	0.6	0.3	0.9
ENSG00000204952	FBXO47	0.1	0.1	
ENSG00000204954	C12orf73	4.0	4.0	2.0
ENSG00000204956	PCDHGA1	0.1	0.1	
ENSG00000204959	ARHGEF34P		1.0	3.0
ENSG00000204965	PCDHA5	0.2		
ENSG00000204967	PCDHA4	0.4		
ENSG00000204977	TRIM13	4.0	4.0	3.0
ENSG00000204978	ERICH4	0.1		
ENSG00000204991	SPIRE2	0.9	0.3	0.2
ENSG00000205002	AARD		0.1	
ENSG00000205041	AC118344.1	0.3	0.2	
ENSG00000205045	SLFN12L		0.1	
ENSG00000205057	CLLU1OS	0.6		
ENSG00000205060	SLC35B4	16.0	4.0	2.0
ENSG00000205076	LGALS7		0.4	39.0
ENSG00000205078	SYCE1L	2.0	1.0	0.7
ENSG00000205084	TMEM231	2.0	2.0	1.0
ENSG00000205085	FAM71F2	0.1		0.1
ENSG00000205089	CCNI2	0.1	0.4	
ENSG00000205090	TMEM240	0.1	0.2	0.5
ENSG00000205106	DKFZp779M0652			0.2
ENSG00000205111	CDKL4		0.5	
ENSG00000205129	C4orf47	0.3	0.3	0.2
ENSG00000205133	TRIQK	3.0	12.0	5.0
ENSG00000205138	SDHAF1	22.0	11.0	11.0
ENSG00000205143	ARID3C	0.3	0.1	0.2
ENSG00000205155	PSENEN	37.0	11.0	14.0
ENSG00000205177	C11orf91	0.1	0.1	0.1
ENSG00000205181	LINC00654		0.3	0.1
ENSG00000205189	ZBTB10	1.0	1.0	2.0
ENSG00000205208	C4orf46	4.0	18.0	1.0
ENSG00000205209	SCGB2B2			0.1
ENSG00000205213	LGR4	33.0	6.0	7.0
ENSG00000205220	PSMB10	3.0	7.0	2.0
ENSG00000205240	OR7E36P	0.3	0.2	0.1
ENSG00000205246	ENSG00000205246	19.0	55.0	31.0
ENSG00000205250	E2F4	15.0	12.0	12.0
ENSG00000205268	PDE7A	2.0	4.0	5.0
ENSG00000205269	TMEM170B	1.0	2.0	
ENSG00000205274	TRBV20OR9-2	0.6	0.5	
ENSG00000205277	MUC12	0.1		
ENSG00000205293	LINC01602	0.1		
ENSG00000205302	SNX2	17.0	49.0	16.0
ENSG00000205307	SAP25		0.1	
ENSG00000205309	NT5M	5.0	1.0	0.3
ENSG00000205323	SARNP	1.0	3.0	1.0
ENSG00000205325	AC005863.1		0.2	
ENSG00000205334	LINC01460	0.2	0.2	
ENSG00000205336	ADGRG1	19.0	7.0	37.0
ENSG00000205339	IPO7	78.0	92.0	53.0
ENSG00000205352	PRR13	40.0	22.0	36.0
ENSG00000205356	TECPR1	1.0	2.0	1.0
ENSG00000205358	MT1H			0.1
ENSG00000205360	MT1CP	0.1		
ENSG00000205361	MT1DP	1.0	1.0	0.1
ENSG00000205362	MT1A	5.0	2.0	0.1
ENSG00000205363	C15orf59	0.2	0.1	0.1
ENSG00000205364	MT1M		2.0	0.1
ENSG00000205403	CFI	1.0	0.1	
ENSG00000205413	SAMD9	2.0	2.0	2.0
ENSG00000205420	KRT6A	0.1	96.0	2882.0
ENSG00000205423	CNEP1R1	7.0	8.0	4.0
ENSG00000205426	KRT81	3201.0	29.0	0.4
ENSG00000205436	EXOC3L4	0.4		
ENSG00000205456	TP53TG3D	0.2	0.1	
ENSG00000205464	ATP6AP1L	0.2	2.0	0.4
ENSG00000205476	CCDC85C	4.0	3.0	4.0
ENSG00000205485	AC004980.1	0.7	1.0	1.0
ENSG00000205488	CALML3-AS1			0.1
ENSG00000205502	C2CD4B	0.1		0.2
ENSG00000205517	RGL3	0.2	0.2	
ENSG00000205531	NAP1L4	25.0	26.0	25.0
ENSG00000205534	SMG1P2	0.3	0.3	0.1
ENSG00000205542	TMSB4X	1109.0	1516.0	558.0
ENSG00000205544	TMEM256	69.0	129.0	25.0
ENSG00000205549	C9orf92	2.0		
ENSG00000205559	CHKB-AS1	2.0	5.0	1.0
ENSG00000205560	CPT1B	0.3	0.7	0.1
ENSG00000205562	AL049775.1	0.1	0.2	1.0
ENSG00000205571	SMN2	1.0		1.0
ENSG00000205572	SERF1B	0.2	0.2	
ENSG00000205578	POM121B	0.1	0.1	0.2
ENSG00000205579	DYNLL1P1			0.1
ENSG00000205581	HMGN1	33.0	125.0	74.0
ENSG00000205583	STAG3L1	0.4	0.5	0.4
ENSG00000205593	DENND6B	0.4	0.4	0.4
ENSG00000205609	EIF3CL	0.1	0.1	0.1
ENSG00000205625	AL591499.1	0.1		
ENSG00000205629	LCMT1	16.0	30.0	12.0
ENSG00000205639	MFSD2B	0.1	0.1	0.1
ENSG00000205643	CDPF1	3.0	5.0	2.0
ENSG00000205659	LIN52	3.0	12.0	4.0
ENSG00000205662	FAM239C	0.2		
ENSG00000205663	FAM239B	0.6		0.1
ENSG00000205664	BX890604.1	2.0	0.7	6.0
ENSG00000205683	DPF3		0.2	
ENSG00000205693	MANSC4	0.1		
ENSG00000205702	CYP2D7	0.1	0.2	0.2
ENSG00000205704	LINC00634		0.1	
ENSG00000205707	ETFRF1	6.0	13.0	7.0
ENSG00000205710	C17orf107	0.1	0.1	2.0
ENSG00000205726	ITSN1	1.0	2.0	1.0
ENSG00000205730	ITPRIPL2	6.0	4.0	5.0
ENSG00000205740	AL359878.1	0.1	0.1	
ENSG00000205744	DENND1C	0.1	0.1	
ENSG00000205746	AC126755.1	0.3	0.5	1.0
ENSG00000205754	SLCO1B7	0.1		
ENSG00000205755	CRLF2	0.1		
ENSG00000205758	CRYZL1	3.0	8.0	2.0
ENSG00000205763	RP9P	5.0	4.0	16.0
ENSG00000205765	C5orf51	8.0	9.0	12.0
ENSG00000205771	CATSPER2P1	0.2	0.9	0.8
ENSG00000205791	LOH12CR2	0.5	0.9	0.1
ENSG00000205795	CYS1	0.5	0.1	
ENSG00000205808	PLPP6	6.0	4.0	3.0
ENSG00000205809	KLRC2	0.1	5.0	
ENSG00000205810	KLRC3		0.3	
ENSG00000205838	TTC23L		0.1	
ENSG00000205847	OR7E91P			0.1
ENSG00000205853	RFPL3S	0.1	0.1	0.2
ENSG00000205861	PCOTH	0.9	0.2	0.3
ENSG00000205871	AC068724.1	0.5	1.0	0.4
ENSG00000205885	C1RL-AS1	0.8	1.0	0.3
ENSG00000205903	ZNF316	4.0	4.0	6.0
ENSG00000205913	SRRM2-AS1	0.2	0.1	0.1
ENSG00000205929	C21orf62		0.1	
ENSG00000205930	C21orf62-AS1		0.5	0.2
ENSG00000205937	RNPS1	16.0	13.0	18.0
ENSG00000205959	AC105345.1		0.1	0.2
ENSG00000205978	NYNRIN	0.1	0.5	2.0
ENSG00000205981	DNAJC19	5.0	17.0	4.0
ENSG00000206053	JPT2	40.0	37.0	35.0
ENSG00000206072	SERPINB11			0.1
ENSG00000206073	SERPINB4		2.0	0.6
