Gene ID	ERR2618735	ERR2618736	ERR2618737	ERR2618738	ERR2618739	ERR2618740	ERR2618741	ERR2618742	ERR2618743	ERR2618744	ERR2618745	ERR2618746
ENSG00000226157	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226158	0.06	0	0.06	0.06	0	0.19	0	0	0.13	0.09	0	0
ENSG00000226159	0	0	0.01	0.03	0.01	0	0	0	0	0	0.01	0
ENSG00000226160	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226161	0	0	0	0	0	0	0.03	0.04	0.02	0.02	0.02	0
ENSG00000226163	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226164	0	0	0	0	0	0.04	0	0	0	0	0	0
ENSG00000226165	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226166	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226167	0.66	0.44	0.26	0.4	0.23	0.26	0.26	0.48	0.23	0.33	0.23	0.18
ENSG00000226168	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226169	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226171	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226172	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226173	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226174	0.23	0.24	0.53	0.73	0.9	0.55	0.3	0.25	0.74	0.66	0.11	0.06
ENSG00000226175	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226179	4	3.03	3.84	5.41	1.88	2.08	3.2	2.58	1.94	1.25	0.27	0.2
ENSG00000226180	0.28	0.22	0.23	0.32	0.88	0.84	0.77	0.59	0.77	0.7	0.38	0.32
ENSG00000226181	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226182	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226183	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226185	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226186	0	0	0	0	0	0	0	0	0.06	0	0	0
ENSG00000226187	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226188	0	0	0	0.05	0	0	0	0	0	0	0	0
ENSG00000226191	0	0	0	0.02	0.03	0	0.04	0.01	0.01	0.01	0.01	0
ENSG00000226192	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226193	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226194	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226196	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226197	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226199	0.02	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226200	0.21	0.21	0.34	0.42	0.41	0.36	0.35	0.32	1.01	0.95	0.31	0.28
ENSG00000226201	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226202	0	0	0.04	0	0	0.05	0.05	0	0	0	0	0
ENSG00000226203	0.04	0.01	0	0.01	0	0.01	0.01	0.01	0.01	0	0	0
ENSG00000226204	0.11	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226205	0	0.03	0	0	0	0	0	0.05	0.02	0.02	0	0
ENSG00000226206	0.08	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226207	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226208	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226209	0	0	0	0.09	0	0	0	0	0.06	0.06	0.06	0
ENSG00000226210	1.61	1.79	2.36	2.64	1.94	2.28	2.66	2.61	2.98	2.66	4.94	5.43
ENSG00000226211	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226212	0	0.08	0	0	0	0	0	0	0	0	0	0
ENSG00000226213	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226215	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226216	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226217	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226218	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226220	0.16	0.04	0.15	0.1	0.38	0.06	0.11	0.11	0.17	0.17	0.4	0.25
ENSG00000226221	0.43	0.16	0.51	0.67	0.11	0.43	0.51	0.44	0.43	0.48	0.39	0.24
ENSG00000226222	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226223	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226225	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226226	0	0.04	0	0	0	0	0	0	0	0	0	0
ENSG00000226227	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226228	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226229	0	0	0	0	0	0	0.08	0	0	0	0	0
ENSG00000226230	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226232	0.04	0.01	0.06	0.02	0.01	0	0.05	0.04	0.04	0.01	0.01	0.01
ENSG00000226233	1.37	0.62	1.29	1.56	0	0.17	0.91	0.14	0.12	0.12	0	0
ENSG00000226234	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226235	0.05	0.04	0.01	0.05	0.04	0.03	0.05	0.02	0.05	0.08	0.01	0.02
ENSG00000226237	0	0.03	0.02	0.02	0.01	0.01	0	0	0	0.03	0.06	0.04
ENSG00000226238	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226239	0.01	0	0.01	0.01	0	0.01	0	0.01	0.04	0.04	0.01	0
ENSG00000226240	0.03	0	0.03	0.04	0	0.07	0	0.06	0.16	0.05	0.03	0.03
ENSG00000226241	0	0	0	0	0	0	0	0.01	0	0	0	0
ENSG00000226242	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226243	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226245	0.05	0.11	0	0	0	0	0	0	0	0	0.09	0
ENSG00000226246	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226247	0.07	0	0	0	0	0.08	0	0.19	0	0	0	0
ENSG00000226248	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226249	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226250	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226251	0.05	0.05	0	0	0	0	0	0	0	0.04	0	0
ENSG00000226252	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226253	0.19	0.33	0.07	0.15	0.07	0.07	0.23	0.23	0.31	0	0.21	0.11
ENSG00000226254	0	0	0.06	0	0.06	0.13	0.2	0.05	0.13	0.09	0	0
ENSG00000226255	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226257	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226258	0.38	0.44	0.05	0.03	0	0	0	0	0	0	0	0
ENSG00000226259	1.08	0.89	0.33	0.37	0.12	0.25	0.37	0.33	0.13	0.2	0.73	0.77
ENSG00000226260	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226261	0.03	0.03	0.11	0.08	0	0.04	0.04	0.03	0.05	0.05	0.03	0.03
ENSG00000226262	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226263	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226264	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226266	0.16	0.17	0.26	0.29	0.15	0.07	0.1	0.09	0.17	0.27	0.1	0.17
ENSG00000226267	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226268	2.2	1.63	2.7	2.8	4.57	4.55	4.43	4.61	2.32	2.7	3.48	3.35
ENSG00000226270	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226271	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226272	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226273	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226275	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226276	0.06	0.06	0.2	0.56	0.07	0.36	0.59	0.62	0.15	0.05	0.1	0.17
ENSG00000226277	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226278	0.09	0	9.74	14.18	20.36	17.22	16.28	13.93	0	0	4.72	3.44
ENSG00000226279	0.24	0.24	0.3	0.32	0.05	0.11	0.06	0.09	0.08	0.08	0.38	0.08
ENSG00000226280	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226281	0	0.13	0	0	0.04	0.09	0	0	0	0	0	0
ENSG00000226284	0.09	0.14	0.14	0.05	0.19	0.15	0	0.12	0.32	0.75	0.18	0.2
ENSG00000226285	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226286	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226287	0.15	0.17	0.09	0.11	0.51	0.31	0.3	0.38	0.13	0.15	0.2	0.17
ENSG00000226288	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226289	0	0	0	0	0	0	0	0	0.03	0	0	0
ENSG00000226291	0.08	0	0.08	0.09	0.33	0.09	0.37	0.28	0.37	0.25	0.06	0
ENSG00000226292	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226296	0	0	0	0	0.17	0.05	0	0	0	0	0	0
ENSG00000226297	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226298	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226299	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226301	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226302	0	0	0	0	0	0.04	0	0	0	0	0.03	0
ENSG00000226303	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226304	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226306	0.01	0	0.01	0.03	0.01	0	0.02	0.01	0.01	0.01	0	0
ENSG00000226307	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226308	0	0	3.32	3.44	3.68	2.04	0.41	0.33	2.87	2.72	0.09	0.05
ENSG00000226309	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226310	0.28	0.36	0.34	0.4	0	0.08	0.17	0.19	0	0	0.06	0.09
ENSG00000226312	0.11	0.17	0.04	0.06	0.02	0.02	0.06	0.08	0.08	0.05	0.02	0
ENSG00000226313	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226314	0.44	0.53	0.14	0.35	0.05	0.1	0.13	0.12	0.02	0.01	0.14	0.15
ENSG00000226317	0	0	0.03	0	0	0	0	0	0	0	0	0
ENSG00000226318	0.34	0.16	0.16	0.31	0.03	0.18	0.15	0.14	0.1	0.1	0.02	0.03
ENSG00000226320	0.04	0.02	0.02	0.09	0	0	0	0	0	0	0	0
ENSG00000226321	0	0	0	0.01	0	0	0	0	0	0	0	0
ENSG00000226323	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226324	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226327	0	0	0.03	0.03	0	0.03	0.03	0.02	0	0.02	0	0.05
ENSG00000226328	2.25	2.12	2.15	1.88	1.91	1.44	0.95	1.39	2.53	2.52	0.87	0.89
ENSG00000226329	0.46	0.36	1.07	1.4	0.33	0.84	0.9	0.87	0.27	0.17	1.27	1.31
ENSG00000226330	0.14	0.25	0	0.05	0.36	0.17	0.17	0.13	0	0	0.12	0.13
ENSG00000226331	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226332	0.83	0.92	0.37	0.7	0.55	0.67	0.41	0.56	1.52	1.03	0.97	1.1
ENSG00000226334	0.1	0	0.16	0.23	0.59	0.34	0.72	0.32	0.52	0.97	0.2	0.18
ENSG00000226336	0	0	0	0	0	0	0	0	0.3	0.05	0.05	0
ENSG00000226337	0.03	0	0.01	0	0.03	0.03	0	0	0.03	0.03	0.03	0.01
ENSG00000226338	0	0	0	0	0	0	0	0	0	0	0.24	0
ENSG00000226339	0	0	0	0	0	0	0	0.09	0	0	0	0.09
ENSG00000226340	0	0	0	0	0	0	0	0	0	0	0.03	0
ENSG00000226341	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226342	0	0	0	0	0	0	0	0.01	0	0	0	0
ENSG00000226343	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226344	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226345	0.12	0	0	0	0.13	0	0.14	0.11	0.09	0	0	0
ENSG00000226347	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226348	0	0	0	0	0	0	0	0	0	0.02	0.02	0.02
ENSG00000226349	0	0	0	0	0	0	0	0	0	0	0.04	0
ENSG00000226352	0.19	0.64	0.2	0.57	0.87	0.64	0.52	0.45	0.4	0.51	0.35	0.22
ENSG00000226353	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226354	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226355	0.09	0.15	0.06	0.07	0	0.1	0.07	0.08	0.09	0.07	0.14	0.05
ENSG00000226356	0.13	0.24	0.22	0.31	0.18	0.15	0.15	0.17	0.15	0.1	0.05	0.04
ENSG00000226358	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226359	0	0.19	0.03	0.15	0.03	0.15	0.1	0.07	0.04	0.11	0.13	0.14
ENSG00000226360	0.79	1	1.91	1.51	0.73	0.62	1.07	1.14	1.07	0.82	0.84	1.12
ENSG00000226361	0.25	0.26	0.27	0.2	0.52	0.42	0.19	0.21	0.33	0.25	0.74	0.69
ENSG00000226362	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226363	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226364	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226365	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226366	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226367	0	0.03	0.01	0	0	0	0.02	0.01	0.01	0	0.02	0.01
ENSG00000226369	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226370	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226372	0.03	0.02	0	0	0	0	0	0	0	0	0	0
ENSG00000226374	0	0	0	0	0	0	0	0	0.02	0.02	0	0
ENSG00000226375	0	0.03	0	0	0	0	0	0	0	0	0	0
ENSG00000226376	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226377	1.19	0.85	0.17	0	0	0.18	0.47	0.32	0.48	0.42	0.03	0
ENSG00000226378	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226379	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226380	0.7	0.57	0.03	0.04	0.06	0.12	0.1	0.12	0.38	0.31	0.04	0.03
ENSG00000226383	0.01	0	0	0	0.03	0.01	0	0	0.01	0.03	0	0
ENSG00000226384	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226386	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226387	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226388	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226389	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226390	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226392	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226393	0.58	0.55	0.09	0	0.05	0.2	0.05	0.04	0.29	0.11	0.22	0.08
ENSG00000226394	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226395	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226396	0.51	0.48	0.33	0.47	0.28	0.24	0.43	0.65	0.37	0.63	0.17	0.5
ENSG00000226397	1.93	2.19	7.15	7.74	1.46	3.22	5.36	5.4	1.73	1.72	0.71	0.61
ENSG00000226398	0	0.07	0	0	0	0	0	0	0	0	0	0
ENSG00000226400	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226401	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226402	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226403	0	0.05	0.83	0.65	0.06	0.12	0.31	0.14	0.04	0.08	0.04	0.23
ENSG00000226404	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226405	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226406	0.03	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226407	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226408	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226409	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226410	0	0	0	0	0	0	0	0	0.13	0	0	0
ENSG00000226411	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226412	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226413	0	0	0	0	0	0	0	0	0	0.02	0	0
ENSG00000226414	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226415	0.12	0.16	0.13	0.11	0.07	0.25	0.26	0.54	0.08	0.13	0.18	0.06
ENSG00000226416	0.02	0.03	0.04	0.04	0.04	0.09	0.01	0.02	0.03	0.02	0.01	0.01
ENSG00000226417	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226419	1.92	2.03	1.03	1.17	1.45	1.58	1.49	1.64	3.51	3.09	0.79	0.75
ENSG00000226420	0	0	0.1	0.55	0.21	0.11	0	0	0	0	0	0
ENSG00000226421	0	0	0	0	0.08	0	0	0	0.02	0	0	0.02
ENSG00000226422	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226423	0	0	0.04	0.05	0	0.05	0	0.11	0.23	0.1	0.13	0.11
ENSG00000226425	0	0	0.06	0	0	0	0	0	0	0	0.04	0
ENSG00000226426	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226427	0	0	0.18	0	0	0.1	0	0	0	0	0	0
ENSG00000226428	0.04	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226429	0.08	0.08	0.08	0	0.08	0.09	0.09	0.14	0.06	0	0	0
ENSG00000226430	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226431	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226432	0.11	0.05	0	0.06	0	0	0.1	0.02	0.06	0.11	0.02	0
ENSG00000226433	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226434	0.08	0.04	0	0	0	0	0	0	0	0	0	0
ENSG00000226435	0.03	0.06	0	0	0.02	0.03	0.01	0.03	0.11	0.13	0.29	0.28
ENSG00000226436	0	0	0	0.07	0.12	0	0	0	0	0	0	0
ENSG00000226437	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226438	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226439	0	0	0	0.07	0	0	0.07	0	0	0	0	0
ENSG00000226440	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226441	0.08	0	0	0	0.08	0	0	0	0	0	0	0
ENSG00000226442	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226443	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226444	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226445	0.02	0.07	0.92	0.71	0.59	0.27	0	0.04	0.54	0.43	0.7	0.51
ENSG00000226446	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226447	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226448	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226449	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226450	0.16	0.05	0.23	0.16	0.03	0.04	0.15	0.06	0.15	0.08	0	0
ENSG00000226453	0.03	0.03	1.49	0.94	0.06	0.13	0.24	0.21	0.28	0.44	0.02	0.05
ENSG00000226454	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226455	0	0.05	1.63	1.74	1.32	0.43	0	0	1.61	1.14	0.65	0.69
ENSG00000226457	0.12	0	0.2	0.21	0.2	0.14	0.07	0.28	0.2	0.1	0.1	0
ENSG00000226461	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226462	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226463	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226465	0	0	0.08	0.08	0	0.17	0	0	0.06	0	0.06	0
ENSG00000226466	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226467	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226468	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226469	0.07	0.07	0.17	0.31	0.18	0.12	0.28	0.2	0.25	0.14	0.31	0.18
ENSG00000226470	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226471	0.7	0.54	0.66	0.51	0.15	0.29	0.4	0.56	0.95	0.8	0.18	0.1
ENSG00000226472	0.05	0.02	0.03	0.13	0	0.03	0.03	0.04	0.49	0.59	0.01	0.02
ENSG00000226473	0	0	0	0	0	0	0	0	0	0	0.04	0
ENSG00000226474	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226476	0.01	0.01	0	0.03	0	0.01	0	0.01	0.01	0.01	0.02	0.02
ENSG00000226477	0	0	11.1	10.5	5.61	2.84	0.11	0.5	0	0	0	0
ENSG00000226478	0.12	0.32	0.66	0.57	1.12	1.03	0.65	0.66	0.9	0.76	0.29	0.54
ENSG00000226479	13.22	12.86	0.63	0.42	8.37	3.56	0.01	0.01	6.32	6.17	5.73	5.37
ENSG00000226480	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226481	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226482	0.02	0	0	0	0	0.01	0	0	0	0	0.01	0.01
ENSG00000226483	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226484	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226485	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226486	0	0.03	0	0	0	0	0	0	0	0	0	0
ENSG00000226487	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226488	0	0	0.05	0	0	0	0	0	0	0	0	0
ENSG00000226489	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226490	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226491	0.33	0.28	0.12	0.06	0	0.06	0.06	0.02	0.07	0.09	0.07	0.07
ENSG00000226492	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226493	0.05	0.06	0	0.3	0	0.06	0.13	0.1	0.04	0	0	0
ENSG00000226494	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226496	0	0	0.01	0	0	0	0	0	0	0	0	0
ENSG00000226497	0	0	0	0.04	0	0	0	0.03	0.06	0	0	0.03
ENSG00000226498	0	0	0	0	0	0	0	0.02	0	0	0	0
ENSG00000226499	0.29	0.15	0.15	0.33	0.16	0	0	0.26	0.35	0.12	0	0
ENSG00000226500	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226501	0	0	0.05	0	0	0	0	0	0.11	0	0.04	0.04
ENSG00000226502	0	0	0.05	0.02	0	0	0	0	0.14	0.13	0.08	0.1
ENSG00000226504	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226506	0	0.06	0.69	0.84	0.09	0.07	0	0	0	0	0.17	0.26
ENSG00000226507	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226508	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226509	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226510	0.12	0.06	0	0	0	0	0	0	0	0	0	0
ENSG00000226513	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226515	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226516	0	0	0.02	0.09	0	0	0	0	0	0	0	0
ENSG00000226517	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226519	0	0	0	0	0	0	0	0	0	0	0.11	0.12
ENSG00000226520	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226521	0	0.02	0.83	0.55	0.07	0.23	0.37	0.34	0	0	0	0
ENSG00000226522	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226523	0.24	0.13	0	0.28	0.26	0	0	0.22	0.2	0	0	0.11
ENSG00000226525	4.78	5.31	8.68	8.21	5.14	6.16	7.84	7.26	8.32	8.5	4.27	5.43
ENSG00000226526	0.04	0	0	0	0.08	0	0	0.03	0	0	0	0
ENSG00000226527	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226529	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226530	0.64	0.66	0	0	0.99	1.5	1.33	1.11	0	0	0	0
ENSG00000226531	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226532	0	0	0.59	0.32	0.6	0	0	0.25	0.45	0.68	0.23	0
ENSG00000226533	0.04	0	0	0	0	0	0.05	0	0	0	0	0
ENSG00000226534	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226535	0	0	0	0	0	0	0	0	0	0.01	0.01	0.01
ENSG00000226536	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226537	0	0	0	0	0	0	0	0	0	0.02	0	0
ENSG00000226538	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226539	0.03	0.13	0.03	0.07	0	0	0.04	0.06	0	0	0.03	0.03
ENSG00000226540	0.02	0	0	0	0	0	0	0.02	0	0	0	0
ENSG00000226541	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226542	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226543	0	0.05	0	0	0.06	0.06	0	0	0.08	0.04	0	0.05
ENSG00000226544	0.03	0.13	0.03	0.11	0.03	0.04	0	0.09	0.08	0.18	0.13	0.11
ENSG00000226545	0.06	0	0	0.13	0	0.13	0.2	0.05	0.05	0	0	0.05
ENSG00000226547	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226548	0	0.04	0.04	0.12	0.08	0	0	0.03	0.03	0	0	0
ENSG00000226549	0.07	0.11	0.14	0.17	0.14	0.12	0.16	0.04	0	0.07	0.02	0.04
ENSG00000226550	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226552	0	0	0	0	0	0	0	0.01	0.01	0.05	0	0
ENSG00000226553	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226554	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226555	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226556	0	0.03	0	0.04	0	0.04	0.04	0	0.18	0.03	0	0.06
ENSG00000226557	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226558	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226560	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226562	0	0.04	0	0	0.13	0.05	0	0	0	0	0	0
ENSG00000226563	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226564	0.13	0.26	0.05	0.1	0	0.05	0.1	0	0.28	0.1	0.03	0.19
ENSG00000226565	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226566	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226567	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226570	0	0	0	0	0.03	0	0	0	0	0	0	0
ENSG00000226571	0	0	0.38	0.7	0.61	4.68	8.72	7.35	0.56	0.98	0	0
ENSG00000226572	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226573	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226575	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226576	0	0.05	0.05	0.06	0.05	0.11	0.12	0.04	0.04	0	0.04	0
ENSG00000226577	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226578	0.07	0.03	0	0.11	0.04	0.11	0.12	0.06	0.08	0.05	0.05	0.15
ENSG00000226579	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226580	0	0	4.44	5.11	0	0	0	0.15	0.26	0.39	0	0
ENSG00000226581	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226582	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226586	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226587	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226589	0	0	0	0	0	0	0	0	0	0	0	0
