# Expression Atlas
# Query: Genes matching: 'default query', specifically expressed above the expression level cutoff: 0 FPKM in experiment E-MTAB-4101
# Selected columns: 6 (all)
# Timestamp: Wed, 06-Sep-2017 12:44:20
Gene ID	Gene Name	F-36P	HEL9217	K562	KU812	MEG01	UT-7
ENSG00000183049	CAMK1D	17.0	10.0	0.1	6.0	6.0	1.0
ENSG00000183060	LYSMD4	2.0	0.7	1.0	1.0	0.7	1.0
ENSG00000183067	IGSF5	11.0					
ENSG00000183077	AFMID	7.0	10.0	6.0	12.0	12.0	6.0
ENSG00000183087	GAS6	0.1	0.1	2.0	0.2	0.1	0.1
ENSG00000183091	NEB			0.4			
ENSG00000183092	BEGAIN	0.4	2.0	0.1	0.2	0.1	0.1
ENSG00000183098	GPC6			0.1	2.0	3.0	0.5
ENSG00000183111	ARHGEF37	0.1	0.2	0.1	0.8		0.8
ENSG00000183114	FAM43B	0.3	0.1	0.1	8.0	7.0	2.0
ENSG00000183117	CSMD1	0.1		2.0	0.1		
ENSG00000183134	PTGDR2	3.0	3.0	6.0	0.8	0.2	0.5
ENSG00000183137	CEP57L1	6.0	4.0	7.0	6.0	3.0	5.0
ENSG00000183146	PRORY		0.1		0.1		
ENSG00000183148	ANKRD20A2	0.1					
ENSG00000183150	GPR19	0.7	0.3	0.5	0.1	0.2	0.1
ENSG00000183153	GJD3	0.1	0.3	1.0	0.1	0.1	
ENSG00000183154	AC138356.1		0.1	0.1	0.3	0.2	
ENSG00000183155	RABIF	7.0	8.0	10.0	6.0	8.0	10.0
ENSG00000183160	TMEM119	0.1					
ENSG00000183161	FANCF	5.0	3.0	6.0	5.0	3.0	4.0
ENSG00000183166	CALN1			1.0		0.2	
ENSG00000183172	SMDT1	18.0	13.0	24.0	13.0	9.0	15.0
ENSG00000183199	AC093768.1	0.1	0.1		0.1	0.1	0.2
ENSG00000183206	POTEC			0.4			
ENSG00000183207	RUVBL2	40.0	32.0	33.0	97.0	115.0	58.0
ENSG00000183208	GDPGP1	0.9	0.7	0.5	0.6	0.7	0.7
ENSG00000183230	CTNNA3			0.1			
ENSG00000183242	WT1-AS	0.5	5.0	4.0	0.2	2.0	0.8
ENSG00000183248	PRR36	0.1	0.6	0.2	0.4	0.1	0.2
ENSG00000183250	LINC01547	0.9	3.0	2.0	1.0	0.8	3.0
ENSG00000183251	OR51B4	1.0		36.0			
ENSG00000183255	PTTG1IP	66.0	104.0	70.0	56.0	59.0	35.0
ENSG00000183258	DDX41	11.0	22.0	13.0	15.0	23.0	23.0
ENSG00000183281	PLGLB1	0.4	0.7	0.4	0.2	0.1	0.2
ENSG00000183283	DAZAP2	14.0	47.0	24.0	40.0	26.0	35.0
ENSG00000183287	CCBE1	0.1	0.1				
ENSG00000183291	SELENOF	91.0	154.0	95.0	106.0	108.0	52.0
ENSG00000183298	RPSAP19	0.4	1.0	0.9	0.6	0.5	1.0
ENSG00000183305	MAGEA2B			0.7			
ENSG00000183308	AC005037.1		0.2	0.3	0.1	0.1	0.2
ENSG00000183309	ZNF623	9.0	7.0	9.0	8.0	6.0	11.0
ENSG00000183318	SPDYE4		0.1				
ENSG00000183323	CCDC125	3.0	2.0	2.0	2.0	2.0	2.0
ENSG00000183324	REC114			0.1			0.1
ENSG00000183337	BCOR	9.0	14.0	35.0	11.0	14.0	23.0
ENSG00000183340	JRKL	5.0	5.0	4.0	4.0	4.0	6.0
ENSG00000183346	C10orf107		2.0	0.1	0.1	0.1	0.3
ENSG00000183354	KIAA2026	8.0	14.0	3.0	3.0	2.0	36.0
ENSG00000183386	FHL3	33.0	81.0	46.0	21.0	51.0	20.0
ENSG00000183395	PMCH			0.1	0.1	0.5	
ENSG00000183397	C19orf71	2.0	0.9	5.0	2.0	0.6	0.3
ENSG00000183401	CCDC159	0.7	0.9	0.8	1.0	0.7	4.0
ENSG00000183423	LRIT3				0.1	0.1	
ENSG00000183426	NPIPA1	0.4	0.4	0.8	0.3	0.4	0.5
ENSG00000183431	SF3A3	43.0	58.0	36.0	41.0	67.0	38.0
ENSG00000183439	TRIM61	0.3	0.1		0.1	0.1	
ENSG00000183444	OR7E38P	3.0	2.0	3.0	2.0	1.0	2.0
ENSG00000183458	AC138932.1	0.6	0.6	1.0	0.3	0.4	0.5
ENSG00000183474	GTF2H2C	2.0	1.0	2.0	0.9	2.0	1.0
ENSG00000183475	ASB7	6.0	8.0	5.0	5.0	5.0	3.0
ENSG00000183476	SH2D7		0.1	0.2			
ENSG00000183479	TREX2	0.1	0.1	0.6	0.1	0.1	0.2
ENSG00000183484	GPR132	0.3	0.7	0.3	0.2	0.3	
ENSG00000183486	MX2	0.3	5.0				
ENSG00000183495	EP400	8.0	9.0	9.0	6.0	6.0	4.0
ENSG00000183496	MEX3B	20.0	69.0	8.0	15.0	14.0	5.0
ENSG00000183506	PI4KAP2	2.0	0.7	4.0	0.6	0.4	0.9
ENSG00000183508	FAM46C	13.0	6.0	4.0	44.0	17.0	28.0
ENSG00000183513	COA5	10.0	8.0	9.0	3.0	7.0	6.0
ENSG00000183520	UTP11	23.0	35.0	24.0	22.0	39.0	17.0
ENSG00000183527	PSMG1	141.0	68.0	41.0	32.0	40.0	41.0
ENSG00000183530	PRR14L	9.0	3.0	5.0	6.0	5.0	7.0
ENSG00000183542	KLRC4	0.7	0.2				
ENSG00000183562	AC131971.1	0.4		0.2	0.1	0.2	
ENSG00000183569	SERHL2	2.0	1.0	1.0	0.6	0.6	3.0
ENSG00000183570	PCBP3	0.1			0.1		
ENSG00000183576	SETD3	10.0	12.0	14.0	15.0	14.0	13.0
ENSG00000183578	TNFAIP8L3	0.2				0.7	
ENSG00000183579	ZNRF3	0.2	0.1	0.2	0.1	0.1	0.2
ENSG00000183580	FBXL7					0.1	
ENSG00000183597	TANGO2	3.0	2.0	10.0	4.0	2.0	11.0
ENSG00000183598	HIST2H3D	0.3	0.1	0.4	0.1		
ENSG00000183604	SMG1P5	0.2	0.4	0.4	0.1	0.3	0.2
ENSG00000183605	SFXN4	31.0	12.0	34.0	14.0	12.0	8.0
ENSG00000183617	MRPL54	17.0	19.0	29.0	39.0	22.0	17.0
ENSG00000183621	ZNF438	1.0	0.9	0.5	1.0	1.0	2.0
ENSG00000183624	HMCES	7.0	17.0	17.0	7.0	9.0	33.0
ENSG00000183628	DGCR6	0.2	0.1	0.6	0.1	0.1	0.3
ENSG00000183632	TP53TG3		0.1	0.1			
ENSG00000183638	RP1L1			0.1	0.1		0.1
ENSG00000183647	ZNF530	0.9	1.0	1.0	2.0	0.8	3.0
ENSG00000183648	NDUFB1	10.0	9.0	12.0	11.0	11.0	17.0
ENSG00000183655	KLHL25	0.2	0.3		0.3	0.9	0.3
ENSG00000183665	TRMT12	7.0	5.0	7.0	8.0	9.0	8.0
ENSG00000183666	GUSBP1	1.0	0.9	1.0	1.0	0.8	1.0
ENSG00000183682	BMP8A	0.1	0.1	0.1			
ENSG00000183684	ALYREF	81.0	55.0	54.0	138.0	128.0	98.0
ENSG00000183688	RFLNB	3.0	23.0	7.0	2.0	4.0	21.0
ENSG00000183690	EFHC2	0.2	1.0	2.0	0.2	0.8	0.1
ENSG00000183695	MRGPRX2	0.1					
ENSG00000183696	UPP1		0.1	2.0			
ENSG00000183715	OPCML		0.1				
ENSG00000183718	TRIM52	1.0	0.7	1.0	0.7	1.0	3.0
ENSG00000183722	LHFP	1.0	20.0		0.6	4.0	1.0
ENSG00000183723	CMTM4	1.0	2.0	7.0	0.4	1.0	3.0
ENSG00000183726	TMEM50A	61.0	51.0	57.0	59.0	60.0	35.0
ENSG00000183734	ASCL2			0.1			
ENSG00000183735	TBK1	8.0	15.0	8.0	9.0	11.0	9.0
ENSG00000183741	CBX6	6.0	4.0	8.0	4.0	13.0	9.0
ENSG00000183742	MACC1	1.0	3.0	6.0	1.0	2.0	1.0
ENSG00000183751	TBL3	8.0	5.0	8.0	8.0	9.0	6.0
ENSG00000183763	TRAIP	3.0	4.0	4.0	3.0	4.0	7.0
ENSG00000183765	CHEK2	18.0	9.0	5.0	7.0	11.0	9.0
ENSG00000183770	FOXL2		8.0	16.0		4.0	0.4
ENSG00000183773	AIFM3	0.1	0.5				
ENSG00000183779	ZNF703			0.1	0.5	0.3	0.8
ENSG00000183780	SLC35F3			2.0		0.1	
ENSG00000183783	KCTD8					0.2	
ENSG00000183784	C9orf66	1.0		2.0	0.3	0.2	7.0
ENSG00000183785	TUBA8	0.1					
ENSG00000183793	NPIPA5	0.8	0.7	1.0	0.5	0.7	0.5
ENSG00000183807	FAM162B	11.0			11.0	0.1	0.1
ENSG00000183808	RBM12B	8.0	6.0	7.0	9.0	6.0	9.0
ENSG00000183813	CCR4	27.0	1.0	0.2	3.0	12.0	0.4
ENSG00000183814	LIN9	5.0	5.0	11.0	5.0	4.0	3.0
ENSG00000183822	NCF4-AS1					0.1	0.1
ENSG00000183826	BTBD9	0.7	2.0	2.0	2.0	2.0	
ENSG00000183828	NUDT14	0.3	3.0	4.0	11.0	4.0	8.0
ENSG00000183831	ANKRD45	2.0	0.5	0.1	0.2		1.0
ENSG00000183837	PNMA3			1.0			
ENSG00000183840	GPR39					0.1	0.1
ENSG00000183850	ZNF730	0.8		0.3	0.4	0.5	1.0
ENSG00000183853	KIRREL		3.0			4.0	2.0
ENSG00000183856	IQGAP3	8.0	2.0	6.0	3.0	1.0	8.0
ENSG00000183862	CNGA2						0.1
ENSG00000183864	TOB2	11.0	7.0	7.0	15.0	11.0	15.0
ENSG00000183873	SCN5A		1.0			0.2	
ENSG00000183878	UTY	4.0	7.0		5.0	7.0	3.0
ENSG00000183889	AC138969.1	0.1	0.2	0.2	0.1	0.1	0.2
ENSG00000183891	TTC32	9.0	5.0	15.0	8.0	6.0	3.0
ENSG00000183911	RPL21P132	0.2	0.1				
ENSG00000183918	SH2D1A						0.8
ENSG00000183929	DUSP5P1	0.6	0.5		0.1	0.4	0.7
ENSG00000183935	HTR7P1	0.4	0.5		0.3	0.2	0.1
ENSG00000183943	PRKX	4.0	5.0	10.0	9.0	6.0	13.0
ENSG00000183955	KMT5A	37.0	21.0	45.0	17.0	19.0	28.0
ENSG00000183963	SMTN	2.0	6.0	2.0	1.0	2.0	3.0
ENSG00000183971	NPW	2.0	0.1	1.0	9.0		27.0
ENSG00000183977	PP2D1	0.3	0.2	0.1	0.1	0.1	
ENSG00000183978	COA3	8.0	12.0	12.0	13.0	13.0	11.0
ENSG00000183979	NPB	0.1	0.1				0.7
ENSG00000184005	ST6GALNAC3	8.0	0.5		0.1	0.2	
ENSG00000184007	PTP4A2	137.0	110.0	106.0	82.0	68.0	36.0
ENSG00000184009	ACTG1	477.0	536.0	588.0	566.0	919.0	431.0
ENSG00000184014	DENND5A	21.0	5.0	18.0	4.0	7.0	4.0
ENSG00000184029	DSCR4			4.0			0.6
ENSG00000184032	KRTAP20-2					0.1	
ENSG00000184047	DIABLO	2.0	2.0	4.0	2.0	2.0	2.0
ENSG00000184056	VPS33B	4.0	7.0	7.0	8.0	8.0	7.0
ENSG00000184058	TBX1			5.0			
ENSG00000184060	ADAP2	0.1					
ENSG00000184068	AL021453.1	2.0	0.8	1.0	1.0	0.8	0.2
ENSG00000184076	UQCR10	104.0	76.0	58.0	55.0	88.0	99.0
ENSG00000184083	FAM120C	1.0	0.5	0.9	0.3	0.4	1.0
ENSG00000184100	BRD7P2	0.9	0.8	0.8	0.6	0.5	1.0
ENSG00000184106	TREML3P	0.6	1.0	0.1		0.1	
ENSG00000184110	EIF3C	2.0	4.0	2.0	2.0	3.0	1.0
ENSG00000184113	CLDN5			0.1			
ENSG00000184117	NIPSNAP1	35.0	27.0	11.0	21.0	9.0	32.0
ENSG00000184139	RPL7AP28			0.1		6.0	
ENSG00000184144	CNTN2						0.1
ENSG00000184154	LRTOMT	1.0	0.9	1.0	0.7	0.5	0.8
ENSG00000184160	ADRA2C			0.1			
ENSG00000184162	NR2C2AP	0.7	5.0	8.0	9.0	13.0	9.0
ENSG00000184163	C1QTNF12	0.2	0.1	0.2		0.1	0.1
ENSG00000184164	CRELD2	4.0	0.9	4.0	1.0	2.0	2.0
ENSG00000184178	SCFD2	9.0	5.0	5.0	13.0	7.0	3.0
ENSG00000184182	UBE2F	16.0	9.0	15.0	11.0	14.0	9.0
ENSG00000184185	KCNJ12		2.0				6.0
ENSG00000184194	GPR173	0.1	0.6				0.1
ENSG00000184203	PPP1R2	5.0	10.0	15.0	6.0	7.0	5.0
ENSG00000184205	TSPYL2	5.0	1.0	4.0	1.0	2.0	6.0
ENSG00000184206	GOLGA6L4	0.1	0.1	0.2	0.1	0.1	0.1
ENSG00000184207	PGP	13.0	6.0	15.0	5.0	10.0	10.0
ENSG00000184208	C22orf46	2.0	3.0	8.0	3.0	3.0	5.0
ENSG00000184209	SNRNP35	2.0	3.0	3.0	2.0	2.0	2.0
ENSG00000184210	DGAT2L6				0.1		
ENSG00000184216	IRAK1	74.0	41.0	156.0	27.0	43.0	29.0
ENSG00000184220	CMSS1	13.0	23.0	7.0	13.0	16.0	12.0
ENSG00000184221	OLIG1						0.2
ENSG00000184224	C11orf72	3.0	1.0	1.0	0.5	0.9	0.8
ENSG00000184226	PCDH9			0.2	0.1	0.2	0.1
ENSG00000184227	ACOT1	2.0	2.0		3.0	2.0	2.0
ENSG00000184232	OAF	6.0	32.0	5.0	35.0	29.0	7.0
ENSG00000184254	ALDH1A3		0.1			0.2	
ENSG00000184260	HIST2H2AC	0.9	0.4	0.4	1.0	0.1	1.0
ENSG00000184261	KCNK12	0.1		0.1			
ENSG00000184270	HIST2H2AB	0.1	0.1	0.1	0.1		0.1
ENSG00000184271	POU6F1	0.4	1.0	1.0	0.3	0.1	0.8
ENSG00000184277	TM2D3	4.0	3.0	2.0	3.0	2.0	1.0
ENSG00000184281	TSSC4	10.0	9.0	8.0	10.0	9.0	5.0
ENSG00000184293	CLECL1	6.0	7.0		2.0	6.0	
ENSG00000184303	DRD5P1	0.1					
ENSG00000184304	PRKD1	0.1		0.4		0.4	0.9
ENSG00000184305	CCSER1	0.1	0.4		1.0	0.5	0.4
ENSG00000184307	ZDHHC23	0.4	2.0	0.1	0.8	1.0	0.6
ENSG00000184313	MROH7		0.1				
ENSG00000184319	RPL23AP82	4.0	2.0	3.0	2.0	2.0	2.0
ENSG00000184343	SRPK3	0.1	0.1	0.4		0.1	
ENSG00000184344	GDF3	0.3	4.0			2.0	
ENSG00000184345	IQCF2	0.1					
ENSG00000184349	EFNA5		0.3		0.1	1.0	
ENSG00000184350	MRGPRE				0.8	0.1	4.0
ENSG00000184357	HIST1H1B	0.2		0.3	0.3	0.2	0.3
ENSG00000184361	SPATA32		0.2	0.3	0.1		
ENSG00000184363	PKP3	0.6	0.2	18.0	0.1		0.3
ENSG00000184368	MAP7D2	0.1				0.4	
ENSG00000184371	CSF1	0.1	21.0	10.0	14.0	11.0	14.0
ENSG00000184378	ACTRT3		3.0		0.7	1.0	0.6
ENSG00000184381	PLA2G6	5.0	2.0	0.6	2.0	0.5	11.0
ENSG00000184384	MAML2		0.7	8.0	0.1	0.2	2.0
ENSG00000184394	OR4N5		0.2				
ENSG00000184402	SS18L1	6.0	5.0	7.0	2.0	2.0	5.0
ENSG00000184408	KCND2					0.1	
ENSG00000184414	IRS3P	0.1	0.1	0.1	0.1	0.1	
ENSG00000184428	TOP1MT	15.0	28.0	7.0	25.0	16.0	26.0
ENSG00000184432	COPB2	14.0	21.0	35.0	19.0	21.0	23.0
ENSG00000184434	LRRC19				0.1	0.1	
ENSG00000184436	THAP7	7.0	7.0	37.0	6.0	5.0	8.0
ENSG00000184441	AP001062.1	0.2	0.3	0.2	0.2	0.1	0.2
ENSG00000184445	KNTC1	9.0	5.0	11.0	4.0	3.0	9.0
ENSG00000184451	CCR10	0.5		2.0			0.4
ENSG00000184465	WDR27	2.0	1.0	4.0	2.0	0.9	0.9
ENSG00000184470	TXNRD2	3.0	1.0	14.0	3.0	2.0	4.0
ENSG00000184481	FOXO4	10.0	7.0	10.0	5.0	5.0	17.0
ENSG00000184486	POU3F2	0.9		0.2			0.9
ENSG00000184489	PTP4A3	2.0	33.0	39.0	7.0	15.0	0.3
ENSG00000184492	FOXD4L1	0.3	0.1	0.4			0.7
ENSG00000184497	TMEM255B	0.1		0.2	0.3	0.3	0.2
ENSG00000184500	PROS1	28.0	16.0	19.0	15.0	20.0	21.0
ENSG00000184507	NUTM1	0.1					
ENSG00000184508	HDDC3	7.0	11.0	9.0	5.0	7.0	9.0
ENSG00000184515	BEX5	0.2	0.2	0.8			
ENSG00000184517	ZFP1	4.0	4.0	4.0	4.0	4.0	10.0
ENSG00000184523	PTGER4P2					0.1	
ENSG00000184524	CEND1			0.1			
ENSG00000184530	C6orf58	0.2	0.1		0.1		
ENSG00000184545	DUSP8	0.1		4.0	0.1	0.1	
ENSG00000184557	SOCS3	5.0	9.0	13.0	5.0	3.0	2.0
ENSG00000184564	SLITRK6	0.3			1.0		
ENSG00000184566	AC132216.1	0.3	0.1	0.1	0.7	0.2	
ENSG00000184571	PIWIL3	0.8	0.1	0.1	0.1		0.1
ENSG00000184574	LPAR5	8.0	14.0	10.0	8.0	15.0	11.0
ENSG00000184575	XPOT	38.0	75.0	103.0	29.0	24.0	32.0
ENSG00000184584	TMEM173	18.0	21.0	46.0	16.0	36.0	13.0
ENSG00000184588	PDE4B		0.4			0.3	
ENSG00000184599	FAM19A3	0.1	0.6				
ENSG00000184601	C14orf180						0.1
ENSG00000184602	SNN	13.0	13.0	2.0	1.0	0.7	2.0
ENSG00000184613	NELL2		0.2	0.2		0.3	1.0
ENSG00000184616	SPDYE12P	0.4	0.1	1.0	0.4	0.4	
ENSG00000184619	KRBA2				0.1	0.1	0.1
ENSG00000184634	MED12	20.0	20.0	14.0	12.0	9.0	18.0
ENSG00000184635	ZNF93	4.0	0.1	4.0	0.2	0.3	0.3
ENSG00000184640	SEPT9	13.0	15.0	19.0	20.0	12.0	0.9
ENSG00000184659	FOXD4L4	0.1					
ENSG00000184661	CDCA2	10.0	9.0	9.0	19.0	18.0	15.0
ENSG00000184669	OR7E14P	0.9				0.1	
ENSG00000184675	AMER1	3.0	2.0	1.0	2.0	2.0	6.0
ENSG00000184677	ZBTB40	7.0	6.0	8.0	5.0	6.0	7.0
ENSG00000184678	HIST2H2BE	5.0	1.0	26.0	1.0	1.0	0.7
ENSG00000184682	ENSG00000184682		0.4				
ENSG00000184697	CLDN6	7.0		0.4			
ENSG00000184698	OR51M1			0.1			
ENSG00000184702	SEPT5	3.0	0.1	17.0	2.0	0.1	2.0
ENSG00000184708	EIF4ENIF1	10.0	4.0	6.0	6.0	4.0	8.0
ENSG00000184719	RNLS	0.5	0.8	0.3	0.5	1.0	0.1
ENSG00000184730	APOBR	7.0	14.0	6.0	4.0	15.0	4.0
ENSG00000184735	DDX53	0.1		0.1			2.0
ENSG00000184743	ATL3	6.0	10.0	10.0	17.0	11.0	12.0
ENSG00000184752	NDUFA12	25.0	30.0	27.0	23.0	31.0	38.0
ENSG00000184785	SMIM10	22.0	11.0	16.0	21.0	7.0	26.0
ENSG00000184786	TCTE3	0.8	0.4	1.0	0.5	0.4	0.5
ENSG00000184787	UBE2G2	27.0	43.0	21.0	15.0	30.0	17.0
ENSG00000184792	OSBP2	20.0	13.0	6.0	0.3	6.0	13.0
ENSG00000184828	ZBTB7C		0.4				
ENSG00000184831	APOO	20.0	8.0	21.0	7.0	10.0	18.0
ENSG00000184838	PRR16			15.0			0.8
ENSG00000184840	TMED9	41.0	36.0	96.0	35.0	64.0	39.0
ENSG00000184856	LINC00308	0.1		1.0			
ENSG00000184857	TMEM186	6.0	4.0	6.0	4.0	5.0	5.0
ENSG00000184860	SDR42E1			0.3	0.2		0.7
ENSG00000184863	RBM33	6.0	6.0	6.0	6.0	5.0	5.0
ENSG00000184867	ARMCX2		0.1				
ENSG00000184887	BTBD6		1.0		9.0	8.0	16.0
ENSG00000184897	H1FX	38.0	130.0	142.0	23.0	27.0	87.0
ENSG00000184898	RBM43	0.9	2.0	2.0	2.0	0.7	4.0
ENSG00000184900	SUMO3	48.0	115.0	56.0	115.0	50.0	116.0
ENSG00000184903	IMMP2L	4.0	4.0	10.0	4.0	3.0	0.6
ENSG00000184906	AMYH02020865.1	0.6		0.1			
ENSG00000184908	CLCNKB	0.1	0.1	0.4	0.1		
ENSG00000184916	JAG2			3.0	0.1	5.0	0.2
ENSG00000184922	FMNL1	11.0	22.0	15.0	15.0	7.0	
ENSG00000184923	NUTM2A	0.5	0.1	0.3		0.1	0.2
ENSG00000184924	PTRHD1	12.0	13.0	7.0	9.0	7.0	8.0
ENSG00000184937	WT1	5.0	12.0	19.0	4.0	11.0	7.0
ENSG00000184939	ZFP90	0.1	0.8	1.0	3.0	1.0	11.0
ENSG00000184949	FAM227A			0.1			
ENSG00000184956	MUC6						2.0
ENSG00000184961	RPL7AP49				0.1		
ENSG00000184967	NOC4L	14.0	24.0	7.0	11.0	13.0	10.0
ENSG00000184979	USP18	13.0	7.0	1.0	2.0	2.0	0.8
ENSG00000184983	NDUFA6	36.0	22.0	50.0	23.0	41.0	41.0
ENSG00000184985	SORCS2		0.2				0.2
ENSG00000184986	TMEM121		0.4	0.1	2.0	9.0	0.1
ENSG00000184988	TMEM106A	2.0	2.0	0.2	1.0	2.0	1.0
ENSG00000184990	SIVA1	5.0	4.0	7.0	9.0	9.0	18.0
ENSG00000184991	TTTY13		0.3		0.2	3.0	0.6
ENSG00000184992	BRI3BP	25.0	15.0	7.0	7.0	11.0	14.0
ENSG00000185000	DGAT1	23.0	17.0	9.0	10.0	16.0	29.0
ENSG00000185008	ROBO2	9.0	4.0	0.2	4.0	1.0	2.0
ENSG00000185009	AP3M1	24.0	15.0	44.0	12.0	14.0	10.0
ENSG00000185010	F8	13.0	2.0	1.0	0.2	0.5	0.7
ENSG00000185013	NT5C1B			0.1	0.1	0.1	
ENSG00000185015	CA13	4.0	6.0	2.0	0.3	3.0	0.8
ENSG00000185019	UBOX5	3.0	2.0	1.0	4.0	2.0	2.0
ENSG00000185022	MAFF	2.0	2.0	6.0	0.7	1.0	0.7
ENSG00000185024	BRF1	0.9	0.8	0.9	2.0	1.0	2.0
ENSG00000185028	LRRC14B						0.2
ENSG00000185033	SEMA4B	0.5	3.0	5.0	5.0	0.5	6.0
ENSG00000185043	CIB1	29.0	21.0	47.0	51.0	42.0	47.0
ENSG00000185049	NELFA	11.0	12.0	8.0	6.0	6.0	10.0
ENSG00000185052	SLC24A3		11.0			0.3	10.0
ENSG00000185053	SGCZ	0.2				13.0	0.9
ENSG00000185055	EFCAB10	0.3	0.1	1.0	0.1	0.2	
ENSG00000185056	C5orf47			0.2		0.1	
ENSG00000185065	AC000068.1	0.3	0.2	1.0	0.1		0.4
ENSG00000185078	AC093698.1	0.2					
ENSG00000185085	INTS5	8.0	10.0	11.0	22.0	22.0	10.0
ENSG00000185088	RPS27L	4.0	3.0	3.0	6.0	4.0	6.0
ENSG00000185090	MANEAL	0.3	8.0	0.9	0.9	3.0	12.0
ENSG00000185100	ADSSL1		0.1	2.0	0.4		0.2
ENSG00000185101	ANO9			1.0	0.1		
ENSG00000185104	FAF1	18.0	25.0	25.0	15.0	17.0	9.0
ENSG00000185105	MYADML2			0.1			
ENSG00000185112	FAM43A	0.2	5.0	3.0	0.1	1.0	
ENSG00000185115	NSMCE3	12.0	19.0	11.0	13.0	11.0	39.0
ENSG00000185122	HSF1	42.0	46.0	34.0	28.0	57.0	43.0
ENSG00000185127	C6orf120	12.0	17.0	27.0	17.0	14.0	9.0
ENSG00000185129	PURA	4.0	3.0	5.0	3.0	5.0	4.0
ENSG00000185130	HIST1H2BL	0.5		3.0	0.5	0.5	0.6
ENSG00000185133	INPP5J	0.3		1.0			
ENSG00000185155	MIXL1	0.1	0.5			0.1	
ENSG00000185156	MFSD6L	0.1	0.3				
ENSG00000185158	LRRC37B	1.0	1.0	2.0	0.8	0.3	0.7
ENSG00000185163	DDX51	6.0	8.0	3.0	7.0	4.0	4.0
ENSG00000185164	NOMO2	3.0	2.0	4.0	2.0	9.0	2.0
ENSG00000185168	LINC00482			0.4			
ENSG00000185182	GOLGA8DP						0.2
ENSG00000185187	SIGIRR	3.0	5.0	6.0	7.0	2.0	3.0
ENSG00000185189	NRBP2	3.0	0.6	4.0	2.0	1.0	3.0
ENSG00000185198	PRSS57	0.6	36.0	6.0	266.0	0.7	18.0
ENSG00000185201	IFITM2	67.0	119.0	43.0	31.0	48.0	64.0
ENSG00000185203	WASIR1	2.0	2.0	3.0	0.2		0.1
ENSG00000185215	TNFAIP2	8.0	7.0	9.0	0.2	0.3	
ENSG00000185219	ZNF445	3.0	5.0	6.0	3.0	2.0	4.0
ENSG00000185220	PGBD2	4.0	4.0	6.0	6.0	2.0	4.0
ENSG00000185222	TCEAL9	3.0	29.0	34.0	8.0	40.0	55.0
ENSG00000185236	RAB11B	13.0	18.0	31.0	26.0	39.0	45.0
ENSG00000185238	PRMT3	11.0	9.0	14.0	9.0	7.0	6.0
ENSG00000185245	GP1BA	4.0	16.0	0.6	2.0	2.0	
ENSG00000185246	PRPF39	6.0	6.0	4.0	5.0	5.0	6.0
ENSG00000185250	PPIL6	0.1	0.3	1.0	0.6	0.2	0.1
ENSG00000185252	ZNF74	3.0	3.0	12.0	3.0	3.0	2.0
ENSG00000185261	KIAA0825			0.1	0.1	0.1	
ENSG00000185262	UBALD2	24.0	48.0	97.0	33.0	39.0	41.0
ENSG00000185267	CDNF	0.3	0.5	0.7	0.2	0.3	0.1
ENSG00000185269	NOTUM	3.0	3.0	3.0	2.0	0.2	4.0
ENSG00000185272	RBM11	0.2	3.0	0.6	0.4	1.0	0.6
ENSG00000185275	CD24P4	0.1			0.1		
ENSG00000185278	ZBTB37	1.0	3.0	2.0	1.0	0.8	1.0
ENSG00000185291	IL3RA	2.0	0.2	0.1	5.0	0.7	0.1
ENSG00000185298	CCDC137	11.0	15.0	15.0	17.0	32.0	14.0
ENSG00000185303	SFTPA2	0.1					
ENSG00000185304	RGPD2			0.1			0.1
ENSG00000185305	ARL15	4.0	9.0	21.0	8.0	9.0	5.0
ENSG00000185306	C12orf56			0.7			
ENSG00000185324	CDK10	4.0	2.0	3.0	4.0	3.0	2.0
ENSG00000185338	SOCS1	22.0	3.0	70.0	5.0	13.0	2.0
ENSG00000185339	TCN2	0.2	0.2	2.0	0.6	0.2	
ENSG00000185340	GAS2L1	8.0	11.0	5.0	7.0	8.0	35.0
ENSG00000185344	ATP6V0A2	10.0	10.0	9.0	5.0	3.0	5.0
ENSG00000185345	PRKN	0.7	2.0	0.1	0.1	0.4	0.6
ENSG00000185347	C14orf80	1.0	0.8	2.0	3.0	3.0	4.0
ENSG00000185359	HGS	6.0	11.0	12.0	10.0	14.0	9.0
ENSG00000185361	TNFAIP8L1	4.0	6.0	5.0	5.0	5.0	4.0
ENSG00000185379	RAD51D	2.0	3.0	5.0	2.0	1.0	3.0
ENSG00000185386	MAPK11	0.5	6.0	6.0	0.7	1.0	0.6
ENSG00000185390	FGF7P2		0.1				
ENSG00000185404	SP140L	5.0	4.0	7.0	3.0	6.0	2.0
ENSG00000185414	MRPL30	23.0	20.0	20.0	14.0	24.0	23.0
ENSG00000185418	TARSL2	5.0	5.0	3.0	5.0	6.0	5.0
ENSG00000185420	SMYD3	12.0	1.0	18.0	1.0	6.0	2.0
ENSG00000185432	METTL7A	4.0	3.0	10.0	7.0	0.8	15.0
ENSG00000185436	IFNLR1		0.1	0.1		0.1	
ENSG00000185437	SH3BGR	4.0	4.0	82.0	1.0	0.8	3.0
ENSG00000185442	FAM174B	0.1	0.1	2.0	0.1	7.0	0.1
ENSG00000185453	C19orf68	3.0	5.0	3.0	3.0	2.0	3.0
